Season,Circuit,Driver,Stint,Team,Compound,NLaps,TyreLifeStart,TyreLifeEnd,SlopeSecPerLap,SlopeCILow,SlopeCIHigh,InterceptSec,ResidualStd
2022,Bahrain,ALB,1.0,Williams,SOFT,10,3.0,12.0,0.2702606516290708,0.10890350877192863,0.45707017543859507,97.06746616541356,0.5777669737564757
2022,Bahrain,ALB,2.0,Williams,MEDIUM,19,3.0,21.0,0.12252850877193033,0.08140350877192888,0.1606535087719306,97.53534210526314,0.38541687849685924
2022,Bahrain,ALB,3.0,Williams,MEDIUM,7,4.0,10.0,0.0934035087719316,0.03140350877193043,0.13807017543859482,97.38091228070174,0.07154585609110685
2022,Bahrain,ALO,1.0,Alpine,SOFT,9,5.0,13.0,0.30004636591478556,0.18090350877193373,0.38790350877192736,94.76460025062657,0.43732338417576005
2022,Bahrain,ALO,2.0,Alpine,MEDIUM,10,4.0,13.0,0.09565350877192813,-0.01499649122806943,0.216903508771928,96.88120833333335,0.3703625560402471
2022,Bahrain,ALO,3.0,Alpine,HARD,14,3.0,16.0,0.16807017543859595,0.13407017543859942,0.21184795321637276,96.32325438596492,0.2397990408145547
2022,Bahrain,BOT,1.0,Alfa Romeo,SOFT,12,5.0,16.0,0.07771461988304146,-0.0005964912280731482,0.19290350877192944,97.18202280701753,0.3615773632083938
2022,Bahrain,BOT,2.0,Alfa Romeo,MEDIUM,19,3.0,21.0,0.09595906432748633,0.049003508771930625,0.14265350877192873,96.6605789473684,0.45805703007196924
2022,Bahrain,BOT,3.0,Alfa Romeo,MEDIUM,6,3.0,8.0,0.3252035087719321,-0.12759649122806138,0.5584035087719315,94.79072280701753,0.29782465758674975
2022,Bahrain,BOT,4.0,Alfa Romeo,SOFT,6,8.0,13.0,0.10440350877193794,-0.4335964912280659,0.37040350877192196,95.77685087719289,0.35130485336812856
2022,Bahrain,GAS,1.0,AlphaTauri,SOFT,12,5.0,16.0,0.19540350877193055,0.16640350877192844,0.2099035087719301,95.40588596491227,0.10703128967594613
2022,Bahrain,GAS,2.0,AlphaTauri,MEDIUM,14,3.0,16.0,0.13309581646423724,0.12257017543859898,0.1445463659147878,95.95366869095815,0.1442761115541073
2022,Bahrain,GAS,3.0,AlphaTauri,HARD,7,6.0,12.0,0.12390350877193157,0.0429035087719285,0.21040350877193248,96.23141228070173,0.15166339609242133
2022,Bahrain,HAM,1.0,Mercedes,SOFT,9,4.0,12.0,0.27498684210525914,0.13740350877192498,0.4689035087719233,94.31412280701757,0.4633181015182218
2022,Bahrain,HAM,2.0,Mercedes,HARD,13,3.0,16.0,0.12827850877192848,0.04940350877192993,0.18454636591478593,94.98988157894738,0.37975844712799084
2022,Bahrain,HAM,3.0,Mercedes,MEDIUM,13,3.0,16.0,0.12082017543859594,0.07940350877193067,0.18140350877193256,95.29313157894738,0.3047329827802694
2022,Bahrain,HAM,4.0,Mercedes,SOFT,6,10.0,15.0,0.08115350877192995,-0.0680964912280686,0.2304035087719285,95.06836184210526,0.11554040599143914
2022,Bahrain,HUL,1.0,Aston Martin,SOFT,15,3.0,18.0,0.23290350877193028,0.14602850877193063,0.312249662618084,97.38799999999999,0.6497380021428386
2022,Bahrain,HUL,2.0,Aston Martin,SOFT,14,3.0,17.0,0.17660350877193026,0.11115350877193109,0.2538320802005022,96.97157368421053,0.917375995153307
2022,Bahrain,LAT,1.0,Williams,SOFT,11,3.0,13.0,0.2520701754385968,0.1525701754386001,0.3205463659147877,97.44766666666666,0.37179516734977386
2022,Bahrain,LAT,2.0,Williams,SOFT,15,3.0,17.0,0.21423684210526162,0.1660285087719302,0.29410350877193,96.99250877192983,0.4841474129439517
2022,Bahrain,LAT,3.0,Williams,MEDIUM,8,3.0,11.0,0.16887850877192606,0.022403508771930092,0.279403508771928,97.58725328947371,0.31826349925078923
2022,Bahrain,LEC,1.0,Ferrari,SOFT,12,3.0,14.0,0.17827850877193185,0.15207017543859772,0.19180350877192892,94.32415899122805,0.09619528403438178
2022,Bahrain,LEC,2.0,Ferrari,SOFT,13,5.0,17.0,0.19276461988304028,0.14190350877193225,0.23611779448621512,93.50446637426901,0.2151870157674631
2022,Bahrain,LEC,3.0,Ferrari,MEDIUM,12,3.0,14.0,0.16057850877193047,0.1412368421052624,0.17790350877193362,94.37211776315789,0.09430829731885564
2022,Bahrain,LEC,4.0,Ferrari,SOFT,6,8.0,13.0,0.262403508771925,0.16140350877192589,0.36340350877192407,92.24644736842112,0.10581997290997049
2022,Bahrain,MAG,1.0,Haas F1 Team,SOFT,10,3.0,13.0,0.14890350877193725,0.033903508771921054,0.22780350877193314,96.61503070175434,0.3908414000589103
